index,number,word,meaning,type
1142,1142,cue,合図；手がかり；（次の演技の）キュー,main
1143,1143,enterprise,企業，事業；企画；進取の気性,main
1144,1144,output,生産（高）；出力；排出（量）,main
1145,1145,congress,（米国などの）議会；会議,main
1146,1146,millennium,千年間，千年紀,main
1147,1147,mankind,人類,main
1148,1148,Muslim,イスラム教徒,main
1149,1149,estate,（動産・不動産などの）財産；私有地,main
1150,1150,landmine,地雷,main
1151,1151,caution,用心；警告,main
1152,1152,controversy,論争,main
1153,1153,consensus,総意；（意見の）一致,main
1154,1154,retail,小売り（⇔ wholesale 卸売り）,main
1155,1155,fiber,繊維（質）；本質；精神力,main
1156,1156,scent,（よい）香り；香水,main
1157,1157,beverage,（水以外の）飲み物，飲料,main
1158,1158,supplement,栄養補助剤，サプリメント；補足,main
1159,1159,diabetes,糖尿病,main
1160,1160,province,州，省；〔the ～s〕地方；分野,main
1161,1161,reef,（岩や砂の）礁；暗礁,main
1162,1162,microbe,微生物；細菌,main
1163,1163,excess,過剰，超過,main
1164,1164,gallery,美術館，画廊；観客，ギャラリー；回廊,main
1165,1165,fame,名声,main
1166,1166,deadline,締め切り,main
1167,1167,undergraduate,学部学生,main
1168,1168,slavery,奴隷制度；苦役,main
1169,1169,prey,獲物；犠牲者,main
1170,1170,mess,散らかった状態［物］；混乱状態,main
1171,1171,recession,不況；後退,main
1172,1172,retreat,後退，退却；（計画・決定などの）撤回,main
1173,1173,grave,墓；〔通例the ～〕死,main
1174,1174,column,コラム；（新聞などの）欄；円柱；（縦）列,main
1175,1175,scenery,〔集合的に〕景色；背景,main
1176,1176,plot,（小説などの）筋；陰謀,main
1177,1177,sculpture,彫刻（作品）,main
1178,1178,tablet,タブレット（型情報端末）；錠剤；平板,main
1179,1179,dense,密集した，密度の高い；（霧などが）濃い,main
1180,1180,exotic,外来の；異国風の,main
1181,1181,acid,酸性の；酸っぱい；辛辣な,main
1182,1182,bitter,苦い，つらい；辛辣な；怒りっぽい,main
1183,1183,sensible,賢明な；実用的な；顕著な,main
1184,1184,noble,高貴な；堂々とした；高潔な,main
1185,1185,vague,漠然とした，あいまいな；おぼろげな,main
1186,1186,parallel,（～と）平行［並行］の（to）；類似した,main
1187,1187,tense,張り詰めた，緊張した,main
1188,1188,vertical,垂直の（⇔ horizontal 水平な）；縦方向の,main
1189,1189,indigenous,原産の，先住の；（その土地に）固有の,main
1190,1190,aboriginal,〔通例A～〕アボリジニの；原生の，先住の,main
1191,1191,seasonal,季節の，季節的な,main
1192,1192,abundant,豊富な；（～に）富む（in）,main
1193,1193,hybrid,ハイブリッドの；雑種の；混成の,main
1194,1194,irrelevant,（～にとって）無関係の（to）；見当違いの,main
1195,1195,ridiculous,ばかげた；法外な,main
1196,1196,fairy,妖精の（ような）,main
1197,1197,sensory,感覚の,main
1198,1198,chronic,慢性の（⇔ acute ⇒ 1486）；長引く；常習の,main
1199,1199,voluntary,自発的な（⇔ compulsory ⇒ 1384）；無償の,main
1200,1200,inclined,傾向がある；傾いた,main
1201,1201,infer,を推論する，推測する,main
1202,1202,esteem,を尊敬する；を見なす,main
1203,1203,tackle,に取り組む；と（～のことで）話をつける（about / on）,main
1204,1204,venture,危険を冒して進む；を思い切ってする,main
1205,1205,accelerate,を加速させる，促進する；加速する,main
1206,1206,accustom,（人）を慣れさせる,main
1207,1207,amuse,をおもしろがらせる，楽しませる,main
1208,1208,flourish,繁栄する；繁茂する；を振りかざす,main
1209,1209,thrive,繁栄する，うまくいく；繁茂する,main
1210,1210,nurture,をはぐくむ；を養成する,main
1211,1211,click,（を）クリックする；をカチッと鳴らす；カチッと音がする,main
1212,1212,spin,回転する；を回転させる；（糸）を紡ぐ,main
1213,1213,clip,を切り抜く；を（はさみで）切り取る；をクリップで留める,main
1214,1214,drag,を引きずる；ぐずぐずする,main
1215,1215,cast,を投じる；に役を当てる,main
1216,1216,scatter,をまき散らす；分散する,main
1217,1217,tempt,を（...する）気にさせる（to do）；を引きつける,main
1218,1218,withdraw,を引き出す；を撤回する；撤退する,main
1219,1219,yawn,あくびをする,main
1220,1220,blink,まばたきする；点滅する；（目）をまたたく,main
1221,1221,dye,を染める；染まる,main
1222,1222,spill,をこぼす；こぼれる,main
1223,1223,irritate,をいらいらさせる；をひりひりさせる,main
1224,1224,insult,を侮辱する（≒ affront）,main
1225,1225,enforce,を施行［実施］する；を（～に）強制する（on / upon）,main
1226,1226,rob,から（金品を）奪う,main
1227,1227,drain,（液体）を流出させる；（液体が）流れ出る,main
1228,1228,suspend,を停職［停学，出場停止］にする；を一時的に中断する,main
1229,1229,drift,漂う；さまよう；を押し流す,main
1230,1230,forgive,を許す；を免除する,main
1231,1231,revise,を修正する；を改訂する,main
1232,1232,recruit,を募る；に新人を補充する,main
1233,1233,twist,をねじる，ひねる；を歪曲する,main
1234,1234,crush,を押しつぶす；を弾圧する；を絞り出す,main
1235,1235,pin,をピンで留める；を突き刺す,main
1236,1236,uncover,を暴く（⇔ conceal ⇒ 1116）；を 発掘する,main
1237,1237,exploit,を活用する；を搾取する，につけ込む,main
1238,1238,implement,を実行［実施］する,main
1239,1239,integrate,を統合する；融合する,main
1240,1240,incorporate,を取り入れる；を法人にする；合併する,main
1241,1241,profile,人物の紹介；横顔；輪郭,main
1242,1242,appetite,食欲；欲求,main
1243,1243,impulse,衝動；刺激,main
1244,1244,script,台本；筆跡,main
1245,1245,anniversary,（～周年）記念日,main
1246,1246,pension,年金,main
1247,1247,temper,気質，気性；機嫌；かんしゃく,main
1248,1248,cortex,皮質；樹皮,main
1249,1249,syndrome,症候群；～現象,main
1250,1250,chamber,（特定の目的の）部屋；議場；〔the ～〕議院,main
1251,1251,utility,公共事業；公共料金；実用性,main
1252,1252,cattle,〔集合的に〕牛,main
1253,1253,herd,（牛などの）群れ；群衆,main
1254,1254,fluid,流動体，液体,main
1255,1255,pity,残念なこと；哀れみ,main
1256,1256,priest,聖職者,main
1257,1257,acquaintance,知人；面識；知識,main
1258,1258,offspring,子孫，子；成果,main
1259,1259,famine,飢饉；（食糧・物資の）ひどい不足,main
1260,1260,deforestation,森林伐採,main
1261,1261,jail,刑務所，拘置所（≒ prison）,main
1262,1262,commodity,商品；有用なもの,main
1263,1263,format,書式，形式；（本などの）型,main
1264,1264,recipient,受け取る人；（臓器などの）被提供者,main
1265,1265,drill,訓練；（反復）練習；ドリル，錐,main
1266,1266,inability,無能，無力,main
1267,1267,republic,共和国；共和制,main
1268,1268,combat,戦闘；対立,main
1269,1269,debris,（破壊された後の）残骸，瓦礫；がらくた,main
1270,1270,bug,病原菌（が起こす病気）；虫；盗聴器；（機械・プログラムの）欠陥,main
1271,1271,fraction,わずか（≒ bit），一部；分数,main
1272,1272,index,指標；索引；指数,main
1273,1273,intuition,直観（力），直感,main
1274,1274,motive,動機,main
1275,1275,consent,同意，承諾,main
1276,1276,hierarchy,（社会の）階層制；〔the ～〕支配層,main
1277,1277,monument,記念碑，遺跡；金字塔,main
1278,1278,asset,〔通例～s〕資産；価値のあるもの；利点,main
1279,1279,decent,まずまずの；きちんとした；上品な,main
1280,1280,competent,有能な；適任の；満足できる,main
1281,1281,straightforward,単純な；率直な,main
1282,1282,cosmetic,化粧の，美容の；うわべの,main
1283,1283,delicate,繊細な；扱いにくい；もろい,main
1284,1284,interior,室内の；内部の（⇔ exterior 外部の）,main
1285,1285,transparent,透明な；明快な,main
1286,1286,aesthetic,美的な；美学の,main
1287,1287,deliberate,故意の；慎重な,main
1288,1288,demographic,人口統計学の,main
1289,1289,prehistoric,有史以前の；旧式な,main
1290,1290,innate,生まれながらの；固有の,main
1291,1291,mild,穏やかな；（程度が）軽い,main
1292,1292,toxic,有毒な；中毒性の,main
1293,1293,ashamed,恥じて,main
1294,1294,humble,謙虚な；質素な；身分が低い,main
1295,1295,peculiar,特有の；特異な,main
1296,1296,steep,（傾斜が）急な；急激な；法外な,main
1297,1297,trivial,ささいな，取るに足りない,main
1298,1298,magnificent,壮大な；見事な,main
1299,1299,wireless,無線（電信）の，ラジオの,main
1300,1300,ongoing,継続している，進行中の,main
1301,1301,assure,に自信を持って言う；を保証する,main
1302,1302,precede,に先行する；に優先する,main
1303,1303,revive,を復活させる；復活する,main
1304,1304,compel,に強いる,main
1305,1305,blossom,花が咲く（≒ bloom）；発展する,main
1306,1306,terrify,を怖がらせる；を脅かす,main
1307,1307,violate,（法律・規則など）に違反する；を侵害する,main
1308,1308,suppress,を抑える；を抑圧する,main
1309,1309,deceive,をだます（≒ take in）,main
1310,1310,manipulate,を（巧みに）操る；を改ざんする,main
1311,1311,starve,飢える；（～を）渇望する（for）；を飢えさせる,main
1312,1312,flee,（から）逃げる,main
1313,1313,whisper,（を）ささやく,main
1314,1314,yell,叫ぶ，どなる,main
1315,1315,deposit,を置く；を預ける；を堆積させる,main
1316,1316,confine,を限定する；〔通例受身形で〕閉じ込められる,main
1317,1317,swing,を揺らす，振る；揺れる；（行動に）さっと移る,main
1318,1318,prolong,を長引かせる,main
1319,1319,depict,を描く,main
1320,1320,outline,の要点を述べる；の輪郭を描く,main
1321,1321,shed,を捨て去る；（光など）を放つ；（涙・血）を流す,main
1322,1322,emit,（光・熱など）を出す，排出する；（信号）を送る,main
1323,1323,renew,を更新する；（資源）を再生する,main
1324,1324,utilize,を利用する（≒ make use of）,main
1325,1325,assert,を主張する,main
1326,1326,strain,に負担をかける；を緊張させる；を漉す,main
1327,1327,strive,努力する；争う,main
1328,1328,dare,あえて［思い切って］...する,main
1329,1329,boast,を誇る；（を）自慢する,main
1330,1330,startle,をびっくりさせる（≒ surprise）,main
1331,1331,offend,の気分を害する；（に）違反する,main
1332,1332,compute,（を）計算する；コンピューターを使う,main
1333,1333,assemble,を集める；を組み立てる；集まる,main
1334,1334,worsen,を悪化させる；悪化する（≒ deteriorate）,main
1335,1335,flip,を（ぱっと）裏返す；を軽くはじく,main
1336,1336,rub,（を）こする；（～に）を塗る（on / over）,main
1337,1337,descend,（を）降りる（⇔ ascend ⇒ 1839）；受け継がれる,main
1338,1338,compensate,補償する（≒ make up）；に償う,main
1339,1339,comprise,から成る；を構成する,main
1340,1340,prevail,普及している；支配的である；（～に）打ち勝つ（over）,main
1341,1341,quest,探究,main
1342,1342,dignity,尊厳；威厳,main
1343,1343,criterion,（判断・評価の）基準,main
1344,1344,paradox,逆説；矛盾,main
1345,1345,parliament,（英国などの）議会；国会議員（団）,main
1346,1346,legislation,法律；立法,main
1347,1347,agenda,協議事項（リスト）；議事日程（表）；（政治上の）課題,main
1348,1348,mainstream,（活動・思潮などの）主流；大勢,main
1349,1349,troop,〔～s〕軍隊；集団,main
1350,1350,epidemic,流行（病）；蔓延,main
1351,1351,outbreak,発生，勃発,main
1352,1352,chaos,混沌，大混乱,main
1353,1353,nightmare,悪夢（のような状況）；不安感,main
1354,1354,horror,恐怖；強い嫌悪；嫌な物［人］,main
1355,1355,cluster,集団；（植物の）房，束,main
1356,1356,pollen,花粉,main
1357,1357,hive,ミツバチの巣（箱）；人の集まる所,main
1358,1358,irrigation,灌漑,main
1359,1359,dose,（薬の1回分の）服用量；放射線の1回の照射量,main
1360,1360,suicide,自殺；自殺的行為,main
1361,1361,feast,祝宴；大ごちそう；楽しみ,main
1362,1362,cuisine,（独特の）料理，料理法,main
1363,1363,rumor,うわさ,main
1364,1364,proverb,ことわざ（≒ saying）,main
1365,1365,signature,署名；特徴,main
1366,1366,formula,方法，解決策；公式,main
1367,1367,tuition,【主に米】 授業料（＝ 【英】tuition fees）；（個人）指導,main
1368,1368,intake,摂取量；受け入れ数；取り入れること,main
1369,1369,spectrum,スペクトル；（波動・変動の）範囲,main
1370,1370,kidney,腎臓,main
1371,1371,gear,用具（一式），器具；歯車；ギア,main
1372,1372,aisle,（座席間などの）通路,main
1373,1373,grief,深い悲しみ,main
1374,1374,destiny,運命,main
1375,1375,skull,頭骨，頭蓋骨；頭脳,main
1376,1376,tomb,墓,main
1377,1377,monk,修道士，僧（⇔ nun 修道女，尼）,main
1378,1378,worship,崇拝，礼拝（式）；賛美,main
1379,1379,outstanding,際立った；未払いの；未解決の,main
1380,1380,unprecedented,前例のない；空前の,main
1381,1381,infinite,無限の（⇔ finite 有限の）；無数の,main
1382,1382,worthwhile,価値がある；立派な,main
1383,1383,indispensable,不可欠な（⇔ dispensable なくてもすむ）,main
1384,1384,compulsory,義務的な，強制的な（⇔ voluntary ⇒ 1199）,main
1385,1385,probable,十分にありそうな,main
1386,1386,ambiguous,あいまいな；多義的な,main
1387,1387,obscure,（世に）知られていない；不明瞭な,main
1388,1388,skeptical,（～に）懐疑的な（of ⇒ about）,main
1389,1389,fragile,壊れやすい；虚弱な,main
1390,1390,static,静的な（⇔ dynamic ⇒ 1083）；動きのない,main
1391,1391,gradual,徐々の，緩やかな,main
1392,1392,vocal,声の，発声の；はっきりものを言う,main
1393,1393,vivid,鮮やかな；生き生きとした,main
1394,1394,imperial,帝国の；皇帝の,main
1395,1395,hostile,敵意のある（⇔friendly 友好的な）,main
1396,1396,superficial,表面的な,main
1397,1397,scarce,乏しい；珍しい,main
1398,1398,gross,総計の；甚だしい；粗野な,main
1399,1399,inherent,生来の，本来的に備わっている,main
1400,1400,notable,注目に値する；著名な,main
1401,1401,update,を最新のものにする；をアップデートする,main
1402,1402,refresh,（気分）をさわやかにする；（記憶など）を新たにする；を最新のものにする,main
1403,1403,bloom,花が咲く；栄える,main
1404,1404,conquer,を征服する；を克服する,main
1405,1405,induce,を引き起こす；を説得する,main
1406,1406,attain,を獲得する，達成する；に達する,main
1407,1407,spray,を吹きかける，に吹きつける,main
1408,1408,retrieve,（情報）を検索する；を取り戻す；を回復する,main
1409,1409,portray,を描く；（の役）を演じる,main
1410,1410,scratch,を引っかく；を取り消す，削除する,main
1411,1411,designate,を指定する；を任命する,main
1412,1412,contradict,と矛盾する；に反対意見を言う,main
1413,1413,sigh,ため息をつく,main
1414,1414,disrupt,を混乱させる；を分裂させる,main
1415,1415,depart,出発する；（～から）それる（from）,main
1416,1416,navigate,（を）誘導する；（を）操縦する；（を）航行する,main
1417,1417,beg,に（～を）切に頼む（for）；（を）懇願する,main
1418,1418,inhabit,に住んでいる；に宿る，存する,main
1419,1419,diagnose,（を）診断する,main
1420,1420,comprehend,を理解する,main
1421,1421,oblige,に義務づける；に恩恵を施す,main
1422,1422,cram,に詰め込む；詰め込み勉強をする,main
1423,1423,flock,群がる，集まる,main
1424,1424,underestimate,（を）過小評価する（⇔ overestimate （を）過大評価する）；（を）軽く見る；を少なく見積もる,main
1425,1425,clarify,を明確にする,main
1426,1426,spark,を引き起こす；を刺激する；スパークする,main
1427,1427,seize,をつかむ；を奪い取る；を没収する,main
1428,1428,soar,急上昇する；空高く飛ぶ,main
1429,1429,glow,光り［照り］輝く；赤く燃える；紅潮する,main
1430,1430,disguise,を（～に）変装させる（as）；を偽る,main
1431,1431,distort,を歪める；歪む,main
1432,1432,undermine,を徐々にむしばむ；を侵食する,main
1433,1433,abolish,を廃止する（≒ do away with）,main
1434,1434,strip,を［から］取り去る；を裸にする,main
1435,1435,dispose,〔dispose ofで〕を処分する；を（...する）気にさせる（to do）；を配置する,main
1436,1436,dump,を投棄する；をどさっと落とす,main
1437,1437,weave,を織る；（計画・物語など）を作り上げる,main
1438,1438,refine,を洗練する；を精製する,main
1439,1439,enrich,を豊かにする；（物質）を濃縮化する,main
1440,1440,coordinate,を調整する；を組織する；（服など）をコーディネートする,main
1441,1441,headline,（新聞などの）見出し,main
1442,1442,internship,【米】 実務［医学］研修；研修期間,main
1443,1443,outlet,直売店，特売店；はけ口；【米】（電気の）コンセント（≒ 【英】socket）,main
1444,1444,remedy,治療（法）；治療薬；解決法,main
1445,1445,pill,錠剤，丸薬；〔the ～〕ピル，経口避妊薬,main
1446,1446,reception,反応；宴会；受付；受信（状態）,main
1447,1447,transaction,（商）取引；（人と人との）交流,main
1448,1448,mutation,突然変異（体）；変化,main
1449,1449,dairy,〔集合的に〕乳製品；乳製品加工所［販売者］,main
1450,1450,compassion,同情,main
1451,1451,posture,姿勢；心構え,main
1452,1452,curse,悪態，ののしりの言葉；呪い；〔通例a ～〕災い,main
1453,1453,funeral,葬式,main
1454,1454,census,国勢調査；交通調査,main
1455,1455,encyclopedia,百科事典,main
1456,1456,cereal,〔通例～s〕穀物；シリアル（穀物加工食品）,main
1457,1457,fragment,断片,main
1458,1458,patch,（～の）部分，斑点；継ぎ；貼り薬,main
1459,1459,rubbish,【英】 ごみ（≒ 【米】garbage）；つまらないもの,main
1460,1460,maze,迷路（≒ labyrinth）；複雑に込み入ったもの,main
1461,1461,outlook,見解；見通し；眺め,main
1462,1462,breakthrough,大発見，飛躍的進歩,main
1463,1463,triumph,勝利；勝利の喜び；偉業,main
1464,1464,ally,同盟国；提携者；援助者；盟友,main
1465,1465,spectator,（試合などの）観客,main
1466,1466,sphere,領域；球体；天体,main
1467,1467,county,【米】 郡；【英】州,main
1468,1468,behalf,利益，味方,main
1469,1469,interval,（時間の）間隔；合間；隔たり；小休止,main
1470,1470,circulation,循環；流通；（新聞・雑誌の）発行部数,main
1471,1471,blade,刃；（プロペラなどの）羽根；（草などの）葉,main
1472,1472,theft,窃盗（罪）,main
1473,1473,vacuum,真空；空虚,main
1474,1474,collision,衝突；対立,main
1475,1475,bargain,買い得品；取引；契約,main
1476,1476,landmark,（ある場所の）目印；画期的な出来事,main
1477,1477,revenue,歳入（⇔ expenditure 歳出）；収益,main
1478,1478,treaty,（国家間の）条約；協定,main
1479,1479,supreme,最高の,main
1480,1480,thorough,徹底的な；まったくの,main
1481,1481,naked,裸の,main
1482,1482,sincere,心からの；誠実な,main
1483,1483,tame,飼いならされた，人に慣れた；退屈な,main
1484,1484,insufficient,不十分な；不適当な,main
1485,1485,dim,薄暗い；ぼんやりした,main
1486,1486,acute,（痛み・感情などが）激しい；（知覚などが）鋭い；急性の（⇔ chronic ⇒ 1198）,main
1487,1487,disabled,障害のある；障害者用の,main
1488,1488,metropolitan,大都市の，首都圏の,main
1489,1489,monetary,金銭的な；金融の,main
1490,1490,alternate,代わりの（≒ alternative）；交互の,main
1491,1491,partial,部分的な；不公平な（⇔impartial 公平な）,main
1492,1492,divine,神の；神にささげる,main
1493,1493,drastic,徹底的な，抜本的な；極端な,main
1494,1494,fierce,猛烈な；どう猛な,main
1495,1495,sole,唯一の；単独の；独占的な,main
1496,1496,spontaneous,自然発生的な；自発的な,main
1497,1497,spatial,空間の,main
1498,1498,neat,きちんとした；見事な,main
1499,1499,tidy,きちんとした，整頓された；相当の,main
1500,1500,loyal,（～に）忠実な（to）；誠実な,main
1501,1501,bless,に恩恵を与える；に感謝する,main
1502,1502,regain,を取り戻す,main
1503,1503,conform,順応する；一致する,main
1504,1504,enroll,登録する，入会する；を登録させる,main
1505,1505,entitle,に権利を与える；に題名をつける,main
1506,1506,halt,を止める；止まる,main
1507,1507,provoke,（感情・行動など）を引き起こす；を挑発する,main
1508,1508,invade,を侵略する；を侵害する；（場所）に殺到する,main
1509,1509,squeeze,押し入る；を押し込む；（を）搾る；（を）強く押す,main
1510,1510,crawl,はう；ゆっくり進む,main
1511,1511,digest,を消化する；を理解する；を要約する,main
1512,1512,utter,（声）を発する；（考えなど）を述べる,main
1513,1513,refrain,控える,main
1514,1514,populate,に住む，の住民である；に人を住まわせる,main
1515,1515,accommodate,を収容する；を（～に）適応させる（to）,main
1516,1516,steer,（を）操縦する；を（～へ）向ける（to）,main
1517,1517,drown,溺死する；を水浸しにする,main
1518,1518,dip,を浸す；（手など）を（～に）突っ込む（into / in）；下がる,main
1519,1519,soak,を浸す；をずぶぬれにする；浸る,main
1520,1520,stir,をかき回す；を揺り動かす,main
1521,1521,transplant,を移植する；を移住させる,main
1522,1522,reassure,を安心させる,main
1523,1523,resume,（を）再開する；を取り戻す,main
1524,1524,speculate,（と）推測する；投機する,main
1525,1525,surpass,を上回る,main
1526,1526,appoint,を任命する；（日時・場所など）を指定する,main
1527,1527,intrigue,に興味を持たせる；陰謀を企てる,main
1528,1528,decay,腐敗する（≒ rot）；（徐々に）衰える,main
1529,1529,contaminate,を汚染する；を堕落させる,main
1530,1530,swell,膨張する，腫れる；を膨らませる,main
1531,1531,delete,を削除する，消す,main
1532,1532,tolerate,を許容する，我慢する（≒ put up with）,main
1533,1533,envy,をうらやむ,main
1534,1534,pray,（を）祈る,main
1535,1535,confess,（を）告白する,main
1536,1536,resign,（を）辞任する；を放棄する,main
1537,1537,dissolve,（を）溶かす；（議会など）を解散する；（契約など）を解消する；溶ける,main
1538,1538,unfold,（閉じたもの）を開く；を明らかにする；開く；明らかになる,main
1539,1539,awaken,を目覚めさせる；（～から）覚める（from）,main
1540,1540,conceive,（を）思いつく；と想像する；（を）妊娠する,main
1541,1541,entrepreneur,起業家，事業家,main
1542,1542,stake,利害関係；〔通例～s〕賭け金；杭,main
1543,1543,surplus,余剰（⇔ shortage 不足），過剰；黒字,main
1544,1544,inflation,インフレ（ーション）；（物価の）高騰,main
1545,1545,sweatshop,搾取工場,main
1546,1546,clash,衝突；対立；かち合うこと；ガチャンという音,main
1547,1547,sociology,社会学,main
1548,1548,ideology,イデオロギー，思想傾向,main
1549,1549,margin,余白；差；利ざや,main
1550,1550,realm,領域；領土,main
1551,1551,domain,分野；領域；ドメイン（＝ domain name）,main
1552,1552,algorithm,アルゴリズム；問題解決の手順,main
1553,1553,prairie,大草原,main
1554,1554,frontier,〔通例the ～s〕最先端；〔the ～〕 【米】辺境地；国境,main
1555,1555,bullet,銃弾,main
1556,1556,shield,盾，防御物,main
1557,1557,despair,絶望,main
1558,1558,radiation,放射能，放射線,main
1559,1559,placebo,偽薬，プラシーボ；気休め,main
1560,1560,nursery,託児所；苗床,main
1561,1561,spouse,配偶者,main
1562,1562,makeup,化粧；化粧品；構成；性質,main
1563,1563,mummy,ミイラ；【英】ママ，お母さん（＝ 【米】mommy）,main
1564,1564,flesh,（人・動物の）肉；果肉,main
1565,1565,limb,手足,main
1566,1566,odor,におい；気配,main
1567,1567,laundry,洗濯（物）；クリーニング店,main
1568,1568,tide,潮（の干満）；動向,main
1569,1569,questionnaire,アンケート,main
1570,1570,nonsense,ばかげた物［話，考え］；無意味な言葉,main
1571,1571,revenge,復讐,main
1572,1572,intellect,知性；〔the ～（s）〕知識人,main
1573,1573,hospitality,親切なもてなし，歓待；受容性,main
1574,1574,librarian,司書，図書館員,main
1575,1575,manuscript,（手書きの）原稿；写本,main
1576,1576,obsession,（考えなどに）取りつかれること；妄想；強迫観念,main
1577,1577,hygiene,衛生（状態）；健康法,main
1578,1578,paradigm,理論的枠組み，パラダイム；模範,main
1579,1579,legitimate,合法的な；妥当な,main
1580,1580,authentic,本物の；信頼できる,main
1581,1581,empirical,経験的な；経験主義の,main
1582,1582,immense,膨大な,main
1583,1583,absurd,ばかげた；不合理な,main
1584,1584,weird,異様な（≒ bizarre），奇妙な,main
1585,1585,accidental,偶然の；過失による,main
1586,1586,uneasy,不安な；落ち着かない；ぎこちない,main
1587,1587,jealous,嫉妬深い；用心深い,main
1588,1588,feminine,女らしい（⇔ masculine ⇒ 1681）,main
1589,1589,swift,素早い,main
1590,1590,hollow,空洞の；空虚な；うわべだけの,main
1591,1591,crude,大まかな；粗野な；未精製の,main
1592,1592,sore,痛い；腹が立って,main
1593,1593,pessimistic,悲観的な（⇔ optimistic ⇒ 882）,main
1594,1594,vain,無駄な；うぬぼれた,main
1595,1595,susceptible,（～の）影響を受けやすい（to）；感染しやすい,main
1596,1596,edible,食用の，食べられる,main
1597,1597,sheer,純然たる，真の；すごい；（布が）薄地の,main
1598,1598,explicit,明白な（⇔ implicit ⇒ 1795）；率直な,main
1599,1599,prone,（～に）なりやすい（to）；（...する）傾向がある（to do）,main
1600,1600,affluent,裕福な；豊富な,main
1601,1601,collaborate,共同して働く；（～に）協力する（with）,main
1602,1602,exert,を及ぼす；（力など）を行使する,main
1603,1603,excel,（～で）秀でている（in / at）；に勝る,main
1604,1604,prosper,栄える，成功する；繁殖する,main
1605,1605,surge,殺到する；（感情が）こみ上げる；急騰する,main
1606,1606,intervene,（～に）介入する（in）；介在する,main
1607,1607,insert,を挿入する,main
1608,1608,overtake,を追い抜く；に追いつく（≒ catch up with）；（災難・強い感情などが）を襲う,main
1609,1609,snap,をパチンと鳴らす；をポキッと折る；ポキッと折れる；パチンと音を立てる,main
1610,1610,carve,を彫る；を切り開く；（肉）を切り分ける,main
1611,1611,addict,〔受身形で〕（～の）中毒になる（to）；（～に）凝る,main
1612,1612,condemn,を非難する；〔受身形で〕（～の刑を）宣告される（to）,main
1613,1613,convict,に有罪を宣告する,main
1614,1614,dictate,を指図する；を書き取らせる；を規定する,main
1615,1615,prescribe,（薬など）を処方する；を規定する,main
1616,1616,inhibit,を抑制する；を妨げる,main
1617,1617,stray,はぐれる，（道に）迷う,main
1618,1618,roam,（を）歩き回る；放浪する,main
1619,1619,enclose,を同封する；を取り囲む,main
1620,1620,execute,を実行する；を処刑する,main
1621,1621,coincide,同時に起こる；一致する,main
1622,1622,lag,遅れる；徐々に弱まる,main
1623,1623,cling,しがみつく；くっつく,main
1624,1624,erase,を消す,main
1625,1625,grind,（穀物など）をひく,main
1626,1626,knit,を編む；を結合する；編み物をする,main
1627,1627,inquire,（を）尋ねる,main
1628,1628,betray,をうっかり表す；を裏切る,main
1629,1629,leak,漏れる；を漏らす,main
1630,1630,smash,を粉砕する；を強打する；粉々に壊れる；激突する,main
1631,1631,bounce,跳ねる；反射する；を弾ませる；（Ｅメールが）（宛先不明で）返送される,main
1632,1632,sprawl,（都市などが）不規則に広がる；だらしなく手足を伸ばす,main
1633,1633,converse,（～と）会話をする（with）,main
1634,1634,recite,を暗唱する；を詳述する,main
1635,1635,disregard,を無視する；を軽視する,main
1636,1636,frown,眉をひそめる,main
1637,1637,evoke,を呼び起こす,main
1638,1638,pledge,を誓う，約束する；を与えることを約束する,main
1639,1639,aspire,（～を）熱望する（to）,main
1640,1640,contemplate,（を）熟考する；を予想する,main
1641,1641,grace,優美，優雅；分別；（神の）恩寵,main
1642,1642,enlightenment,啓蒙，啓発,main
1643,1643,commerce,商業；貿易,main
1644,1644,draft,下書き；為替手形；隙間風,main
1645,1645,barrel,バレル（液量の単位）；たる,main
1646,1646,timber,【英】 木材（≒ 【米】lumber）；樹木,main
1647,1647,garment,衣服,main
1648,1648,thread,糸；（議論などの）筋道,main
1649,1649,cabinet,〔しばしばthe C-〕内閣；戸棚,main
1650,1650,bureau,（官庁の）局；事務局；案内所,main
1651,1651,autonomy,（個人の）自律；自治（権）；自治体,main
1652,1652,toll,損害（の程度）；死傷者数；通行料,main
1653,1653,discourse,話し合い，会話；講演；論説,main
1654,1654,superstition,迷信,main
1655,1655,glimpse,ちらりと見えること,main
1656,1656,arithmetic,計算；算数,main
1657,1657,glossary,用語小辞典；用語集,main
1658,1658,archive,〔しばしば～s〕記録文書，公文書；公文書保管所；（コンピューターの）アーカイブ,main
1659,1659,legacy,遺産,main
1660,1660,anthropology,人類学,main
1661,1661,rage,激怒；猛威,main
1662,1662,sorrow,悲しみ,main
1663,1663,psychiatrist,精神科医,main
1664,1664,ward,行政区；病棟,main
1665,1665,stall,露店；エンスト；失速,main
1666,1666,flame,炎；情熱,main
1667,1667,moisture,水分；湿気,main
1668,1668,irony,皮肉,main
1669,1669,warrior,戦士,main
1670,1670,astronomy,天文学,main
1671,1671,probe,（無人）宇宙探査機；（～の）精査（into）；探り針,main
1672,1672,altitude,高度，標高,main
1673,1673,tumor,腫瘍；腫れ物,main
1674,1674,defect,欠陥；不足,main
1675,1675,sanitation,公衆衛生（学）；下水［衛生］設備,main
1676,1676,longevity,長寿；寿命；長年勤続,main
1677,1677,scope,（活動・能力などの）範囲；余地,main
